book_id,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,choice_10,choice_11,choice_12,choice_13,choice_14,choice_15,choice_16,choice_17,choice_18,choice_19,choice_20
9418,9004,6543,8333,8238,5154,2660,8515,8721,8618,2234,6011,9442,9629,7916,6984,5394,4331,4971,5634,8598
9419,1097,7028,8339,7954,299,6757,8437,5922,7283,9316,1440,9339,1998,5592,2609,7768,9353,1684,7182,6945
9420,7224,4637,2330,3863,1673,7255,7051,1981,2779,3107,4764,7962,8483,3017,4365,1893,5170,9041,2913,5584
9421,9510,9585,7978,6569,2268,6627,4589,6903,8536,7938,4990,7912,4335,8384,9314,7571,9528,7605,4988,6237
9422,3429,9348,9477,9594,5726,2675,7530,9771,4852,7507,8042,8168,5368,3334,8258,4949,6629,678,6810,3267
9423,9426,5862,6476,6493,8297,4557,7445,6803,7159,4625,6466,2706,1594,9041,8745,9009,9917,5677,6176,8328
9424,8893,5661,1591,1629,593,7728,7274,7069,8376,7788,9609,5015,6058,5310,4976,7923,6548,7817,5249,1014
9425,5462,8259,7329,8881,4856,8927,4438,9315,8498,6572,9324,6837,9659,4029,8601,6036,5407,5268,8836,4186
9426,9030,9971,7488,7255,7736,8342,9423,8297,4466,9390,7322,6476,4741,5862,9159,7159,8493,5453,5584,9572
9427,7265,5485,4029,4269,9991,6451,8551,9840,8279,6694,7206,2422,9981,8365,6843,8649,9728,7223,5209,3784
9428,4410,3573,9212,9190,3006,9524,7565,2536,7864,6925,6034,5917,4919,5828,7637,6124,8177,4913,2228,5472
9429,9814,8783,8222,7864,2977,2640,7411,1862,8636,2666,9526,7614,5201,2673,2859,8432,8302,5655,5867,7578
9430,8848,9405,7684,9801,9117,7025,5740,7570,6014,5797,6436,5741,9686,2858,7972,6319,3283,5314,4009,5801
9431,8131,6589,7830,8264,5443,8026,9789,7509,7351,5764,9655,5010,5201,5144,1817,8407,8627,8751,2768,4063
9432,3062,4975,5997,8854,8979,5537,6187,7952,4790,4621,2972,8907,5482,5399,9587,7622,3655,7284,8219,4762
9433,8531,5877,9481,6369,4933,9577,6484,5049,4070,3974,3834,3414,8667,9868,1128,8482,5415,7119,9622,8460
9434,7824,9074,5357,9963,6536,6601,5957,5147,4993,2285,2453,6135,5599,2811,1812,5232,3530,3938,2198,3096
9435,7216,8924,9846,8477,5071,9071,8774,7045,9283,7503,7879,9822,8620,3418,9156,3836,3094,4832,8740,2123
9436,7779,5119,6400,4526,9439,9014,5334,8060,4331,6213,4218,1844,1748,4363,9064,9670,4746,2272,4598,9273
9437,1306,6704,9830,3993,9206,4639,1762,4254,6810,3785,7382,3236,7552,1271,4724,6826,7849,8258,8536,267
9438,2968,6053,3664,6133,909,8526,9003,9033,8239,1616,5810,3999,3369,6628,6164,8106,3992,3769,2120,4458
9439,6400,2320,5119,3761,9097,3986,9083,8112,4707,8940,9436,6535,9943,3104,5154,5718,6262,9022,4331,5413
9440,7544,9454,5743,6439,6760,7841,8386,4905,4682,882,5705,6276,8997,8399,3533,7496,7677,7296,9866,8316
9441,9385,9037,9660,7072,4173,3959,2922,6376,2143,2526,8633,2678,5879,6331,4075,3054,5980,2514,4107,9298
9442,9004,8238,4153,5664,8598,5336,3152,5809,6559,5138,5154,6687,5180,8618,5051,5394,3896,2784,1778,4211
9443,7152,9079,9137,9241,1791,3746,8661,5070,5922,5014,7882,6674,6238,9716,8475,5107,2625,5375,8768,3132
9444,5461,6872,2418,8778,5043,7049,5289,5240,7140,9896,2431,7752,5302,8387,8997,6698,7527,5319,2535,4247
9445,9829,5002,9610,1787,1475,8263,4235,3288,3538,9929,7790,4591,4676,1372,4376,3146,5647,9473,1647,6916
9446,9416,4818,9497,7763,3891,8356,5397,6072,4453,6662,6718,4271,4732,8969,3211,5918,5253,4557,8793,8677
9447,5676,5982,6509,5470,2536,2196,897,5782,1019,7446,2873,3072,2624,2646,7012,5100,6418,5055,9429,4352
9448,5970,5098,7085,7532,2748,3748,942,1773,9572,5063,4448,1658,796,5555,1143,938,4841,7061,2276,2330
9449,8784,5441,9310,9475,4280,4199,4927,5846,3843,5480,9318,9339,7534,5673,4342,9399,6961,9316,7182,6222
9450,9595,1350,4461,8327,5732,3532,6040,4386,5352,1259,3677,2509,7358,4072,5671,1574,7793,1286,4599,4961
9451,8673,6250,9196,8708,8617,6260,9312,7857,8183,9574,8128,9530,9537,8297,8271,4860,6439,5559,6458,6211
9452,4551,1485,5828,8529,1160,7729,4372,7698,4349,5612,5109,3747,4362,4909,4962,1240,2609,3612,8553,3058
9453,7692,8776,6342,6795,2387,8036,8811,9322,7698,6627,6806,8407,7652,4482,2994,7959,8552,9828,4327,8218
9454,8386,7544,7841,6439,9440,4905,5705,6760,5743,4682,882,9628,8199,7677,9866,7889,6069,2834,2683,5061
9455,6190,5907,3088,8357,3715,9255,2846,3346,5915,6302,8564,8207,9384,4003,451,9372,8888,9832,1449,3742
9456,4598,8140,6670,1234,8347,800,4370,6112,6709,7153,9396,3568,7597,3216,1865,3569,212,8296,9562,1694
9457,9536,9673,8890,9245,7966,803,8172,9906,3981,9851,6362,9730,7863,8599,4415,2099,3506,4484,9688,8370
9458,3825,9578,3191,5897,2244,5484,4522,6642,7282,2884,2767,2151,6468,5773,5993,1651,6321,9779,4472,9385
9459,7419,9826,8560,6894,3674,4894,1865,7839,3669,2694,8152,3821,8416,5487,4157,2912,2720,7727,4252,8823
9460,8336,5244,7756,8152,4260,8882,3928,4866,9487,8611,6921,3913,6320,3719,4531,1613,2770,8233,8873,1239
9461,7171,4107,8856,8369,1476,873,1975,1774,1549,1827,8626,9661,9919,4750,1233,3030,1163,3095,1225,1289
9462,1791,4233,5922,1175,5989,9508,8378,5221,3746,6734,1452,4145,5799,9179,8575,3073,5813,2839,275,3593
9463,5782,3754,1914,3978,2646,2755,2196,3072,9699,5055,3529,2624,890,789,4768,5100,9758,2536,8081,5982
9464,5631,6494,3800,7890,9474,4737,5866,6979,4406,9171,9186,1594,4416,5917,9027,6067,9346,907,4693,2511
9465,2514,9775,1623,9660,8826,6508,8285,4075,9238,2426,4273,5971,1010,2782,8978,4173,2100,7669,6361,3853
9466,6111,5856,4267,4648,2868,8248,7134,9989,5998,8622,9122,1556,4954,7160,6759,1169,9328,6464,750,3607
9467,3863,5546,6001,7194,9387,8494,4448,9089,5170,7877,4442,2276,7801,9597,7100,4764,2826,3017,2972,942
9468,8824,7787,9657,8853,9388,9935,8133,5109,6185,7213,8706,6561,8624,6936,3693,3125,8467,5486,7605,1871
9469,6684,6314,9476,6087,7006,9494,7208,7607,6212,8156,5041,8868,5665,7619,9116,4728,5505,7635,9400,6512
9470,3241,9769,3770,4306,9953,6596,1668,8810,2983,8005,5308,1782,2876,8365,5842,9917,3368,4033,7124,8325
9471,2122,2495,8331,8095,9489,2725,4554,6674,234,3206,8649,591,7588,3919,5391,4612,9341,5976,6839,9759
9472,8564,5907,8357,1907,4014,8226,4870,3080,9707,4003,6662,5931,7503,6430,9819,8210,4503,7952,1073,1327
9473,2902,5730,2521,1206,7022,1835,629,1506,1663,5132,8946,9494,8336,9445,5792,4068,4160,7607,5318,8447
9474,4737,7865,9464,5828,6494,5631,3421,4962,6809,4833,3800,6916,2795,8399,6208,7583,3865,2511,3572,812
9475,8784,9310,3843,9449,6961,4342,5673,7080,5846,9388,7065,7047,8824,6987,8853,7534,3394,3125,4927,6806
9476,6684,9469,7208,7006,6314,9494,5665,8156,5858,7748,5861,6212,8868,6087,7607,2235,5505,7991,7681,9400
9477,9594,8658,3429,9348,4168,9835,8136,9422,7346,6907,5324,9508,3691,9065,2551,3887,3688,3747,2999,2771
9478,1168,6171,7650,7778,8564,5420,6390,8934,7789,9874,6186,1847,9684,4999,5496,8195,6959,9623,7031,5931
9479,5979,9884,6045,8119,7769,9612,8686,76,8361,3662,5597,4242,9571,3658,2877,4306,3139,3575,6673,8188
9480,7030,7747,6380,7578,6581,9133,6744,5168,7464,4257,4914,3393,3500,2654,2808,2416,1880,3989,7056,8317
9481,9433,8531,9577,6369,6484,4933,5049,3974,5877,3414,3834,4070,5415,8667,9868,8482,1128,7119,9622,4993
9482,3399,7686,5802,5334,1330,7998,5995,2912,1865,8823,5008,1507,1577,4364,8789,4252,4702,9344,6825,2566
9483,8901,5448,7229,9837,3269,1577,6450,3371,9645,3491,2486,7734,3878,2788,4072,7318,975,9823,9510,6852
9484,5018,2212,4405,1596,3273,1543,7514,2607,2733,9886,7175,2815,3947,6660,3300,5962,6749,9682,9087,1764
9485,6871,1867,7865,9918,4617,9474,3421,2839,7077,7071,7179,3572,1451,4833,5209,6523,3354,2273,4243,9546
9486,843,7194,5850,96,99,6209,3422,2106,1179,1893,759,2102,4181,4456,34,861,7051,6493,9398,1673
9487,6937,1883,7913,9460,3719,6215,7277,3370,7008,7449,3903,7496,5882,9223,9632,9141,7668,3792,8115,7375
9488,8822,8785,8579,9528,8615,8301,8102,9747,8256,6129,8694,9892,7911,7132,7328,7150,6762,9676,7996,7574
9489,3721,6124,2280,3415,7970,2145,9214,6587,2062,8866,9471,3505,9003,2520,6839,4304,5436,9651,1445,4139
9490,4208,9110,9354,8378,7730,6647,7340,9268,6702,7174,5913,6643,9509,3221,8617,3860,6186,8260,2477,8371
9491,9066,9342,9656,9201,9817,4679,9811,3738,1291,1336,3984,7718,7536,6203,7064,6864,3183,6513,7533,3454
9492,7240,7109,8985,9574,5284,4212,7441,1699,7179,3010,5240,8280,9837,3507,3757,7141,3553,4923,5925,5929
9493,8860,6942,6267,7704,7968,6994,4754,5818,7631,5522,6761,3213,3605,5277,5431,4680,5748,3258,4121,4259
9494,6512,9116,6684,8868,7635,5041,8215,9469,6212,7006,8156,6314,7748,9400,4728,7208,9476,7607,7619,6087
9495,4511,4940,8374,8619,9377,5520,3207,6637,9800,7899,7629,7865,787,1156,9320,8833,1579,7646,4169,2206
9496,5767,7344,6556,4177,9151,8055,5003,9125,9045,3658,9124,5878,7330,7016,7690,2541,3151,3936,9818,6778
9497,9416,9446,7399,5918,3891,8356,8032,4400,5427,8793,7837,9011,6718,5445,3011,4218,7388,2069,4732,7763
9498,9334,8194,6076,4798,7070,7278,4017,6797,5672,9727,9254,8887,2979,6446,3601,5214,6681,6668,5093,5378
9499,7035,7766,5714,9658,7128,3099,3111,6418,6169,9121,8177,5838,7446,7962,5332,6126,8035,5367,9211,4268
9500,4573,2283,3975,1122,5224,1559,583,7776,9106,4456,4158,2217,7725,600,8443,945,3031,4204,2134,2715
9501,4176,6663,4350,9752,8958,7430,5224,1651,7535,9567,813,4607,8628,2983,5532,1551,1054,9505,6699,9340
9502,3499,5208,4780,5212,4785,3310,6824,2797,6832,4054,5275,3041,5053,3840,4723,2308,4893,3939,3320,1141
9503,8269,4989,4192,4579,4820,6665,9670,7214,4251,3477,2701,5290,9201,4882,6994,2914,3128,9587,5928,7260
9504,4961,8029,8705,5217,7225,4378,7900,4063,7320,4026,6309,4454,7811,3670,1254,9282,4461,2978,4200,5901
9505,9872,3345,6450,5906,8814,6676,8563,9501,7425,7147,9932,8433,8709,4318,6120,9005,7673,8223,7889,348
9506,8469,6405,8939,8226,2018,6261,8342,1970,2829,3195,9841,869,3958,5961,4939,9295,6497,6012,5037,8924
9507,4884,5619,9227,8133,7821,7571,4846,7492,2964,8284,8545,6843,7732,7733,7761,3467,8945,3394,2893,5680
9508,7102,5479,6451,2476,9835,8136,4148,2853,7346,9477,3747,2688,3802,5324,3887,9065,3688,9462,3042,8658
9509,9354,9110,6647,7730,9490,8260,6645,8701,3910,7340,7611,8378,4947,8714,5303,2477,8092,4877,3363,5500
9510,9421,7978,9585,6627,6569,2268,4589,4290,4854,7318,4595,6835,1712,9574,1565,8590,9389,9964,8278,4970
9511,3912,4400,7678,4360,4390,3567,7751,3610,3011,5427,1072,7566,6300,7699,5305,694,3574,5910,2938,647
9512,5647,4376,9570,6625,7294,1372,2292,7823,1787,8247,9555,7450,7472,3224,1647,3288,8466,5002,2588,9039
9513,4400,4009,5696,3610,6300,8745,4390,3567,4249,3516,761,4360,3016,4141,2546,4557,411,1711,2938,2136
9514,5625,2897,4418,7522,7392,5604,9280,7548,3572,8846,9993,2441,8633,8045,5068,3675,8934,4906,4140,4004
9515,9203,6933,8990,9710,7256,3147,4951,4144,8921,7105,5954,6310,5509,2352,3163,6871,9091,5080,9037,7380
9516,9788,5276,9260,333,9794,8754,9215,1806,3669,4568,4478,7570,3821,4518,919,9000,896,8452,2630,7453
9517,1270,3828,9717,3708,6497,6356,1915,9457,5255,8601,380,7798,7383,8046,4388,6913,6838,3995,9247,8114
9518,9204,7852,6437,4721,4453,1925,2681,4151,5571,7548,7990,7428,9762,6880,3451,3448,797,6101,6225,7754
9519,930,5095,5620,1688,6566,6191,9386,7311,8033,2204,7004,674,6889,4237,1874,2281,2496,6958,8166,6460
9520,4928,9396,5289,4853,1081,4786,1744,7237,2401,3058,3906,3351,8224,1349,2774,2218,2273,5459,9669,5578
9521,771,4932,3682,9222,2361,4013,3631,5876,8907,574,4394,9197,2834,2636,2249,6564,5764,1961,5992,8996
9522,7245,2647,9958,6064,4904,1313,2263,3631,3507,5885,2115,9568,6038,9887,8468,10000,7046,8124,2834,2441
9523,2494,8874,3928,8092,4282,5494,9758,2011,3932,9633,2310,6054,9014,5128,3171,5302,1960,7422,1236,4061
9524,9142,3148,5361,9190,4410,5472,4913,3894,4919,7565,5270,9212,6925,5823,6034,4774,7637,5917,6124,3891
9525,9609,3771,5735,5951,1479,8962,7811,6653,8820,7475,3532,1018,8651,7320,6332,1230,6279,5281,4378,3578
9526,9575,8302,7614,6013,3644,8135,9581,9560,8222,5428,8049,9429,5867,5141,8783,9814,6188,4361,4530,1362
9527,9898,6862,8181,5205,9626,4193,6846,8695,6433,2922,1788,5202,6515,4470,4019,5662,9567,1183,5401,4511
9528,8822,8102,9488,8579,8785,8615,8301,9676,7328,9892,8256,6129,8694,7911,9747,7633,6763,7150,8008,7132
9529,7200,3235,5873,2318,7402,9312,4823,7337,3423,8513,4364,4643,8325,7628,6573,3882,2880,8046,6772,4953
9530,9116,9196,6260,8271,7857,9312,8128,8673,7619,8183,7006,9537,8708,5559,4718,5123,6017,7748,7605,6458
9531,8249,3451,6368,9564,2334,5805,6879,5399,6133,7505,2293,7895,4458,4650,3276,2145,6475,5504,7981,7114
9532,7737,346,7048,7851,5634,8099,8378,7901,8387,8106,4696,6296,5579,6460,3663,3840,4396,4193,3852,3675
9533,8389,5294,9014,9049,7727,9215,8452,9790,9966,9962,5347,4137,6212,2190,4686,3229,2680,4715,1928,6242
9534,7587,1929,4151,7686,6886,3331,4090,1721,8732,2928,6545,9252,7590,9076,6945,5234,6663,448,299,8027
9535,8089,9099,5272,6904,7815,7847,8769,7999,4102,7877,7413,7061,4841,9913,5821,2692,6711,8942,7185,6067
9536,9457,9673,7966,9245,8890,803,9983,7712,2585,5847,8321,6408,5074,6378,6651,4415,9050,7406,5653,9695
9537,7894,2020,6971,6480,7189,5657,6599,7385,5286,4735,8246,3046,1129,1013,3606,3242,2744,3281,3348,2753
9538,8294,2189,9029,9735,5838,2904,9788,910,7670,7237,9541,3013,5186,7378,5185,9607,7521,1527,7933,1263
9539,6691,9684,2461,2645,2458,1536,1989,2399,1638,2219,1071,4530,1759,6899,481,1665,2160,510,1525,1023
9540,6886,3954,7974,614,4531,4939,8570,213,4441,9657,9967,5088,7172,9468,9935,8380,8704,7787,8853,8133
9541,7948,4903,9538,9575,2509,5185,9581,9526,9560,7378,6126,5338,7121,8302,8595,9735,3013,1479,7933,5428
9542,6242,5734,7079,5628,9999,5294,6954,7788,6980,2085,5711,4788,9860,2128,9533,4996,1159,4116,5343,5863
9543,6001,5096,1981,6525,3017,7369,8834,2779,4198,8001,2330,9681,2276,5546,7255,2443,1470,812,5584,3405
9544,3770,3441,4060,7936,3116,3888,7824,8827,5089,7632,4386,6309,7811,3956,2390,7246,3185,4630,6777,5805
9545,9119,3971,6951,2411,5573,3772,6139,3003,6147,8635,3143,8323,3410,4811,2476,8186,9845,8435,3465,5336
9546,9938,4216,3036,4979,5412,8282,8563,1153,7248,9776,5307,5309,5486,5605,4617,6485,6517,4964,7593,3883
9547,8981,9314,8514,7570,8070,8002,9068,6304,6742,4382,5891,5797,6146,9000,8012,5077,3018,8830,9885,7482
9548,8892,5131,4918,3855,9816,9558,9326,4082,6412,9652,3384,6289,9893,5649,7461,7782,9580,7413,8145,6515
9549,4149,8895,8570,597,9304,7952,6712,5626,7543,4435,5786,5785,8558,9311,576,5596,8440,3321,3379,8504
9550,7186,6919,8845,3292,3669,7031,8598,4719,4155,2233,9253,9170,8232,3254,8143,3618,3505,7270,3381,5545
9551,3041,4225,4792,3368,4097,4054,4323,3734,4987,5053,9909,4958,6572,5208,4780,3334,3181,4292,2191,9209
9552,6232,6327,9268,7900,9264,8198,9750,8051,6970,6168,1882,9128,8658,8190,6186,1334,6546,2449,7918,6353
9553,1183,4998,3110,2526,835,2460,4075,2537,9734,9774,9897,7475,5333,8962,1352,568,810,2805,9598,6332
9554,8396,7480,1371,3597,4330,508,398,3543,7257,758,8323,985,7046,5978,127,1378,7292,3782,8611,4512
9555,3251,3538,9512,4760,1372,1933,3438,8466,6195,9570,5637,5995,9829,3288,7459,6198,303,4235,7937,7831
9556,9562,6725,2998,3105,2971,3463,1636,3408,1653,3673,5721,1889,4889,9996,3437,8482,3814,4479,2930,1840
9557,2181,4434,2039,3988,9796,6514,3014,3232,2446,2879,3348,6632,9767,4709,7323,3051,4180,4315,8478,6860
9558,7877,6412,8145,9548,9580,8744,9340,6289,9652,5638,4918,3384,3855,5131,7532,6416,7461,8959,9893,7413
9559,5188,4524,5149,8359,7887,5763,1589,3205,5903,1900,1208,3937,1139,2352,5568,2041,9923,2979,4642,2155
9560,9581,8135,5428,9575,9526,2189,8302,3013,2140,5538,8406,6386,6013,6418,7614,7026,7394,4026,9541,6703
9561,9123,7172,4104,5009,2177,2982,4939,3139,5840,4284,8523,592,5033,3023,2131,7817,4015,5754,8760,485
9562,9556,6725,1653,9996,1962,5721,1273,2998,2105,2126,2971,7888,9415,8450,1636,3463,4479,4901,8645,3408
9563,9576,8999,2236,7026,5435,5591,9675,3310,4792,9842,8605,9749,8049,8766,3785,3840,4175,5275,5208,3954
9564,3276,2389,3369,4675,3664,2861,9734,6053,6794,6859,4578,1616,3089,9531,5267,7479,8607,4230,8738,6133
9565,6137,4631,3209,4547,5790,7867,8765,3401,5916,4362,6360,7698,4600,3204,3766,8304,3847,2378,5534,6757
9566,6920,6590,8978,6361,7254,5207,4483,5580,1788,1010,780,5366,4173,6400,7608,3560,8420,3897,7465,4578
9567,6862,6515,8181,9898,9626,4470,6846,7554,5205,8695,1637,4193,9527,7897,1997,5662,2410,5202,1505,4521
9568,4566,6038,7360,9958,4904,7569,8481,7177,5254,7630,8306,3682,6654,6456,7616,6968,2436,8435,5161,7135
9569,4381,5519,5614,6473,7703,4032,8434,7467,2796,6245,1433,6947,9909,7108,2772,9830,2234,4852,7455,1453
9570,7823,7024,9610,9512,7043,7000,1647,9221,3251,4235,8466,5647,4676,4760,5990,2292,5373,7472,7114,9555
9571,8291,6431,8670,2977,6179,2640,1862,7411,5655,8334,3477,9749,8222,1358,7089,5144,2673,9032,4560,9479
9572,5096,2972,4652,4450,4764,4008,4807,9713,5584,4637,2276,5063,2208,2562,6001,8952,1994,7445,9035,3426
9573,5362,9328,9394,6680,9370,8993,1066,7973,5887,8941,4655,9917,7658,9013,5757,2778,5997,7195,3956,5530
9574,8590,5123,4586,7240,4589,9492,4401,8985,6835,9907,4595,4552,5925,9510,6231,1433,7141,9837,9451,4923
9575,9526,8302,7614,6013,3644,9581,8135,9560,6188,5428,8049,8222,6650,9541,5141,8408,4361,5575,5867,7900
9576,8999,3310,8605,9563,8374,4785,5053,462,5275,4792,9502,524,3041,9303,6832,7168,3840,4054,580,3939
9577,8531,9481,6484,9433,4933,6369,5877,5049,4070,3974,3414,3834,8667,5415,7119,1128,8482,9868,2047,3765
9578,9598,9319,6217,2894,7688,6445,4484,3977,8159,6108,6622,1126,9458,7282,8157,5993,2537,3110,7314,1828
9579,4139,1928,7749,1005,9630,2953,8120,5826,2337,6500,6336,9752,4872,9025,5263,7088,8613,495,3219,943
9580,5111,7196,5635,9558,7815,4752,6904,9816,9548,2178,6145,9340,9016,7136,9740,7903,7877,7413,4918,9027
9581,9560,8135,5428,9575,9526,8302,6013,6386,3013,2189,2140,3644,7614,7394,6418,5538,9541,2808,4026,7446
9582,7673,9181,7441,8385,7240,4491,7034,6564,9964,7141,4123,8721,7731,3553,3722,4122,5852,7885,8802,3334
9583,9153,8082,8476,4156,2712,6403,4587,5060,4559,5224,6717,5193,5857,9687,3185,8391,4248,3326,5689,9104
9584,7442,7301,6162,3909,5899,4611,2238,4910,5375,5165,6741,6540,9869,4278,4926,4328,5646,3710,5572,9059
9585,9421,6569,6627,9510,7978,2268,9907,6737,9964,9119,6107,4595,5829,8412,7109,1712,6129,6420,3904,6802
9586,7793,5671,3117,3295,2119,9331,2160,1429,7957,6601,1412,9141,3483,6855,4488,5156,1731,2606,4565,859
9587,3951,5531,3485,4477,3586,2621,4740,9751,2226,6156,8891,4453,5675,7444,8083,8308,2781,3707,3480,6593
9588,9042,4467,5648,5947,8280,1873,8516,4561,6105,8386,4020,4520,3491,1835,8337,8784,4828,4966,7161,3894
9589,4649,8648,9162,7083,5438,9210,4258,1775,9757,7891,6084,6708,7753,6297,7019,7016,3740,7364,1921,4201
9590,8517,8818,1749,5973,5747,484,2725,7559,3773,7309,3254,2396,5167,7592,5961,6787,4565,1797,5307,6007
9591,7642,4500,4306,5793,6423,2629,5744,1668,2941,2194,9769,3241,8381,7560,3852,7097,2587,2390,9326,2626
9592,9155,8945,6344,4616,4837,3058,5799,2878,5129,4846,4066,4912,3741,5365,7126,5359,5548,8649,6619,7676
9593,7983,8702,8267,9015,6874,8408,8402,3437,6950,4479,8345,9996,2762,6812,8240,9414,2317,1336,1483,8909
9594,9477,9348,3429,9422,4168,939,9224,6907,3102,8421,3312,8693,9896,2723,7708,3987,5087,6895,8300,2734
9595,9701,6687,9450,5352,6040,8327,5634,5732,5897,8670,4493,3885,4080,6085,1862,2640,4280,2162,4782,1396
9596,7201,5078,8540,7992,9341,3283,4114,3430,5962,8610,7192,1824,4436,2152,2919,8797,2685,2870,4819,8054
9597,7618,3463,7939,2998,9067,9712,2971,9996,9467,2287,9382,7101,8244,3527,4897,3105,3496,1818,9135,8595
9598,5847,9983,9319,2537,9578,7688,7799,4179,9730,8202,1126,5653,1828,7966,4484,2460,1510,1352,2758,5523
9599,7411,9372,9870,4674,8857,6720,8192,9776,5042,7846,8334,8864,9282,2836,9814,8837,4037,831,7345,7427
9600,2449,6757,8683,5595,9246,4774,9847,6623,6748,1911,3952,8269,867,5368,721,8348,8835,7637,4304,9264
9601,4228,9660,6630,6976,6508,7299,7014,2526,8612,735,1886,532,5752,7153,4064,5879,6568,7027,4574,5326
9602,7750,9952,823,6520,4290,7676,4231,6835,4846,4506,4447,6017,2445,9403,8649,8981,9314,1016,7838,6853
9603,9618,3527,9148,9362,7671,3902,9738,3571,6667,5892,7854,8252,8040,4030,7185,4742,4918,3875,5566,5475
9604,5363,4285,6564,8375,3421,8343,5664,3695,5831,5499,3733,6435,9393,6567,6693,6966,6074,5228,8057,3737
9605,9784,3853,6430,9819,3344,6662,4271,1120,3323,7829,4333,9707,2168,2490,8609,1650,6018,1907,2158,1717
9606,4441,9929,9891,8878,8821,2419,5699,7495,9610,9573,1933,9445,8946,3272,6784,8466,8601,8160,2465,4711
9607,6798,7035,7038,4726,3915,7814,7149,2693,7378,6152,7638,2189,3111,6669,3884,6440,8087,9710,7026,8961
9608,7646,5491,9661,5860,8856,3871,9919,4042,2976,7395,2049,8161,7343,3304,1825,4112,6959,3774,3100,4434
9609,9525,3771,5951,5735,6653,3578,7811,8393,1479,8970,3601,7069,9424,5661,2825,8568,1018,8376,5110,5310
9610,7790,4235,9445,3251,9829,9570,9770,4935,5647,9929,1475,8447,5002,7024,8441,8209,9221,7937,3272,3288
9611,6051,2319,7745,2428,1652,5828,4962,3665,7400,8554,6948,4142,3415,1550,830,5011,5476,5992,713,2280
9612,2709,8570,7593,5626,7616,8812,592,7952,4746,1041,7499,8565,3377,8792,9479,3379,7090,614,2297,1129
9613,8421,2551,4547,9196,4168,811,5726,3209,8723,9565,8434,9306,2796,4900,8501,8119,1899,9659,4549,4058
9614,2863,6238,3214,6377,3786,2830,4056,6357,5481,5839,2835,5235,6908,3167,9734,3190,6955,2920,6338,2515
9615,7720,7853,7730,7891,7878,7083,4434,5590,3376,5683,6841,5491,6935,7344,7216,8257,6647,4201,9822,7925
9616,6388,5887,5362,5724,5997,4028,1284,8298,4314,2778,1614,8993,615,3487,3008,8082,9328,7342,1720,541
9617,8680,7654,8552,5691,4287,9301,4919,6142,6222,7489,2980,4677,5480,4464,8854,6146,9068,4482,3127,9316
9618,9603,5566,7230,5902,9149,6118,5744,3527,8820,6950,1840,5272,3437,6683,8621,9067,3571,7983,1779,4741
9619,2178,3701,7532,5602,7185,8328,9816,8889,6974,8392,5178,6657,2331,7084,6127,7764,7303,7694,8642,6416
9620,8221,1492,8819,3381,3535,2921,6736,4301,3451,4822,7771,6648,2108,6154,6326,7106,6877,2729,1949,2960
9621,8843,7365,2322,5242,8427,2818,2788,7397,5529,7363,8138,3069,6990,2005,2834,4838,3861,9183,1482,3228
9622,8185,8491,7238,9330,9216,4608,4101,4459,9911,4588,3137,3182,1801,9103,1918,4944,8275,4190,5867,9481
9623,6633,6877,3676,3763,4810,9819,3523,7907,9689,5404,7620,4605,6045,9295,5378,7008,7649,8188,4974,7731
9624,5027,9303,8025,9648,9398,9533,2295,2253,5073,8682,2197,8390,2630,4302,1926,9538,821,5076,6229,4326
9625,6784,6392,2765,8217,9986,9253,3331,5180,5924,7683,9406,5447,5845,4936,1697,3964,9424,8295,680,5551
9626,8880,8117,7377,2782,6862,1886,8181,6846,1950,2143,1788,7027,4574,2922,9898,5205,4019,3672,7014,2678
9627,3446,8709,9324,3186,9930,4692,5378,9837,5925,896,5419,4189,9158,2598,4526,9841,4925,2029,950,2747
9628,6276,6069,8399,6975,3533,8199,6533,9866,5061,7889,3841,2827,2683,1854,1100,4809,4924,9454,5525,7677
9629,9004,6543,8238,5336,8333,8515,6046,8618,4971,7916,6011,5394,7746,9418,8721,5138,8613,5154,9442,6984
9630,5076,8975,7777,6475,4426,4139,4392,8717,3650,9732,3133,3338,6273,8120,6777,9579,5407,1904,4004,4872
9631,9217,8343,8057,8404,8000,9721,2655,4597,5831,3717,5228,9604,9442,6169,5784,2082,5122,2680,6472,8375
9632,9287,9232,4220,3433,1312,6105,7913,2284,6856,7093,6042,1121,8071,7527,5019,6475,9408,9533,9487,6979
9633,7448,5494,8158,2294,9926,8567,5842,8092,2814,6522,5302,7535,1308,4424,1737,6354,6753,9725,7356,5345
9634,7013,1118,525,1197,280,8041,2457,7672,1004,5393,9785,6034,2254,539,149,8935,259,91,1824,475
9635,7371,8710,2014,8706,5284,8545,5109,4846,7605,2384,9914,2596,3693,2893,3940,3125,7126,9336,5834,3467
9636,5444,8510,6009,8376,3712,8951,9398,8922,5582,7927,9069,1531,1155,8429,3089,6235,7514,5047,7788,1857
9637,8387,8997,8556,5624,2211,6516,7109,8280,2602,3380,9418,6802,3010,4586,3647,5335,7179,5289,8318,6742
9638,4572,1054,9190,7452,1366,5105,8843,9882,9179,6270,2908,713,987,2702,9925,7618,7437,6503,5219,166
9639,5615,7572,8905,8811,8414,7597,9170,5779,3718,8691,7789,6980,7135,6045,7352,9323,9406,7556,409,1051
